order_amount,product_category,payment_method,return_reason,past_returns,past_returns.1,past_returns.2,delivery_delay_days,refund_type,is_fraud,risk
257.29,Books,Debit Card,Changed mind,0.0,Returned,-368.0,0.0,Instant,0,Low
412.69,Electronics,Debit Card,,1.0,Not Returned,,0.0,Instant,0,Low
72.39,Books,PayPal,Defective,1.0,Returned,714.0,0.0,Instant,0,Low
429.23,Books,PayPal,Item Damaged,5.0,Not Returned,,0.0,Instant,1,High
297.58,Home,Gift Card,,1.0,Not Returned,,0.0,Instant,0,Low
286.41,Books,PayPal,Wrong item,1.0,Returned,6.0,0.0,Instant,0,Low
71.36,Toys,PayPal,,1.0,Not Returned,,0.0,Instant,0,Low
234.67,Clothing,PayPal,Changed mind,5.0,Returned,-359.0,0.0,Post,0,Medium
183.39,Electronics,Debit Card,Wrong item,1.0,Returned,-210.0,0.0,Instant,0,Low
342.24,Clothing,Credit Card,Wrong item,4.0,Returned,542.0,0.0,Post,0,Medium
313.31,Clothing,Credit Card,Changed mind,3.0,Returned,-177.0,0.0,Post,0,Medium
411.22,Books,Gift Card,Changed mind,1.0,Returned,55.0,0.0,Instant,0,Low
25.73,Home,Credit Card,Changed mind,0.0,Returned,95.0,0.0,Instant,0,Low
215.72,Toys,Gift Card,Not Delivered,3.0,Returned,69.0,0.0,Instant,1,High
408.4,Toys,PayPal,Changed mind,0.0,Returned,-511.0,0.0,Instant,0,Low
455.74,Clothing,Credit Card,Used then returned,5.0,Not Returned,,0.0,Instant,1,High
28.66,Clothing,PayPal,Item Damaged,3.0,Returned,113.0,0.0,Instant,1,High
480.9,Clothing,Credit Card,Not Delivered,3.0,Not Returned,,0.0,Instant,1,High
433.0,Home,Credit Card,Defective,3.0,Returned,-341.0,0.0,Post,0,Medium
266.57,Home,PayPal,Wrong item,3.0,Returned,-49.0,0.0,Post,0,Medium
210.68,Home,PayPal,Changed mind,1.0,Returned,309.0,0.0,Instant,0,Low
116.58,Home,Debit Card,,1.0,Not Returned,,0.0,Instant,0,Low
116.14,Electronics,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
475.84,Electronics,Debit Card,Not Delivered,5.0,Not Returned,,0.0,Instant,1,High
23.29,Electronics,Debit Card,,0.0,Not Returned,,0.0,Instant,0,Low
324.93,Home,PayPal,Wrong item,3.0,Returned,664.0,0.0,Post,0,Medium
239.72,Books,PayPal,,3.0,Not Returned,,0.0,Post,0,Medium
55.22,Books,Credit Card,Not as described,1.0,Returned,-129.0,0.0,Instant,0,Low
234.16,Books,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
129.2,Home,Debit Card,Changed mind,4.0,Returned,222.0,0.0,Post,0,Medium
119.47,Books,Credit Card,Defective,4.0,Returned,-617.0,0.0,Post,0,Medium
389.48,Books,Gift Card,Defective,1.0,Returned,-390.0,0.0,Instant,0,Low
403.1,Clothing,Debit Card,Wrong item,3.0,Returned,-260.0,0.0,Post,0,Medium
360.79,Clothing,Debit Card,Used then returned,6.0,Returned,-95.0,0.0,Instant,1,High
392.08,Books,Gift Card,Item Damaged,6.0,Not Returned,,0.0,Instant,1,High
49.67,Books,Gift Card,Not as described,3.0,Returned,345.0,0.0,Post,0,Medium
288.02,Toys,Debit Card,,1.0,Not Returned,,0.0,Instant,0,Low
322.22,Clothing,Debit Card,Item Damaged,6.0,Returned,633.0,0.0,Instant,1,High
201.09,Books,Debit Card,Changed mind,1.0,Returned,233.0,0.0,Instant,0,Low
210.92,Toys,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
408.87,Clothing,Debit Card,Defective,0.0,Returned,57.0,0.0,Instant,0,Low
429.38,Home,Debit Card,Changed mind,4.0,Returned,324.0,0.0,Post,0,Medium
223.96,Books,Gift Card,Item Damaged,6.0,Returned,363.0,0.0,Instant,1,High
119.43,Books,Debit Card,,5.0,Not Returned,,0.0,Post,0,Medium
94.84,Toys,Credit Card,Used then returned,6.0,Returned,-74.0,0.0,Instant,1,High
499.71,Electronics,Credit Card,Defective,0.0,Returned,657.0,0.0,Instant,0,Low
396.76,Electronics,Debit Card,,1.0,Not Returned,,0.0,Instant,0,Low
496.73,Electronics,Credit Card,,5.0,Not Returned,,0.0,Post,0,Medium
115.78,Clothing,Credit Card,,0.0,Not Returned,,0.0,Instant,0,Low
230.22,Electronics,PayPal,Defective,0.0,Returned,-633.0,0.0,Instant,0,Low
368.87,Home,PayPal,,1.0,Not Returned,,0.0,Instant,0,Low
396.86,Home,Gift Card,,4.0,Not Returned,,0.0,Post,0,Medium
439.19,Clothing,Credit Card,,1.0,Not Returned,,0.0,Instant,0,Low
280.32,Toys,Credit Card,Item Damaged,6.0,Returned,54.0,0.0,Instant,1,High
271.44,Clothing,PayPal,Defective,1.0,Returned,33.0,0.0,Instant,0,Low
178.29,Toys,PayPal,Used then returned,3.0,Not Returned,,0.0,Instant,1,High
131.25,Toys,PayPal,,1.0,Not Returned,,0.0,Instant,0,Low
16.36,Electronics,PayPal,Defective,1.0,Returned,-33.0,0.0,Instant,0,Low
181.39,Books,PayPal,Item Damaged,5.0,Returned,369.0,0.0,Instant,1,High
414.31,Toys,Credit Card,Not Delivered,3.0,Returned,-268.0,0.0,Instant,1,High
318.97,Toys,Debit Card,Item Damaged,6.0,Not Returned,,0.0,Instant,1,High
337.04,Electronics,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
263.53,Books,Debit Card,Item Damaged,6.0,Returned,218.0,0.0,Instant,1,High
388.36,Toys,Credit Card,,0.0,Not Returned,,0.0,Instant,0,Low
430.82,Toys,Credit Card,Defective,1.0,Returned,-383.0,0.0,Instant,0,Low
352.57,Books,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
339.87,Books,Debit Card,Item Damaged,5.0,Returned,-112.0,0.0,Instant,1,High
73.33,Books,PayPal,Not Delivered,3.0,Not Returned,,0.0,Instant,1,High
49.96,Home,Debit Card,Wrong item,1.0,Returned,512.0,0.0,Instant,0,Low
482.35,Home,PayPal,,1.0,Not Returned,,0.0,Instant,0,Low
374.06,Books,Gift Card,Used then returned,6.0,Not Returned,,0.0,Instant,1,High
446.15,Clothing,Credit Card,Item Damaged,4.0,Not Returned,,0.0,Instant,1,High
439.17,Clothing,Gift Card,,1.0,Not Returned,,0.0,Instant,0,Low
8.78,Books,PayPal,,1.0,Not Returned,,0.0,Instant,0,Low
307.99,Home,Debit Card,,4.0,Not Returned,,0.0,Post,0,Medium
55.94,Toys,Credit Card,Changed mind,1.0,Returned,282.0,0.0,Instant,0,Low
83.83,Toys,Debit Card,Used then returned,3.0,Returned,-5.0,0.0,Instant,1,High
344.95,Toys,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
25.46,Books,PayPal,Changed mind,1.0,Returned,46.0,0.0,Instant,0,Low
334.67,Toys,Debit Card,Changed mind,4.0,Returned,-558.0,0.0,Post,0,Medium
424.58,Electronics,Credit Card,,1.0,Not Returned,,0.0,Instant,0,Low
58.55,Electronics,Gift Card,,3.0,Not Returned,,0.0,Post,0,Medium
481.37,Home,Gift Card,Defective,0.0,Returned,132.0,0.0,Instant,0,Low
217.49,Electronics,Credit Card,Defective,1.0,Returned,-85.0,0.0,Instant,0,Low
248.41,Clothing,Gift Card,,1.0,Not Returned,,0.0,Instant,0,Low
194.58,Home,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
392.45,Home,Debit Card,,0.0,Not Returned,,0.0,Instant,0,Low
332.72,Home,Debit Card,,0.0,Not Returned,,0.0,Instant,0,Low
395.52,Home,Gift Card,Not Delivered,3.0,Not Returned,,0.0,Instant,1,High
454.54,Electronics,PayPal,Defective,1.0,Returned,357.0,0.0,Instant,0,Low
174.62,Clothing,Debit Card,Defective,3.0,Returned,-2.0,0.0,Post,0,Medium
494.77,Home,PayPal,Used then returned,3.0,Returned,-516.0,0.0,Instant,1,High
418.93,Home,Credit Card,Not as described,0.0,Returned,511.0,0.0,Instant,0,Low
72.06,Home,Debit Card,Not Delivered,4.0,Not Returned,,0.0,Instant,1,High
335.82,Books,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
482.05,Toys,Gift Card,Changed mind,0.0,Returned,283.0,0.0,Instant,0,Low
449.8,Toys,Credit Card,,1.0,Not Returned,,0.0,Instant,0,Low
231.2,Electronics,PayPal,,5.0,Not Returned,,0.0,Post,0,Medium
34.48,Clothing,Credit Card,Used then returned,4.0,Not Returned,,0.0,Instant,1,High
220.17,Home,Debit Card,Used then returned,3.0,Returned,247.0,0.0,Instant,1,High
180.63,Electronics,PayPal,Used then returned,3.0,Returned,483.0,0.0,Instant,1,High
312.27,Electronics,Gift Card,Item Damaged,3.0,Not Returned,,0.0,Instant,1,High
276.31,Books,PayPal,Not Delivered,6.0,Not Returned,,0.0,Instant,1,High
466.88,Electronics,Credit Card,,1.0,Not Returned,,0.0,Instant,0,Low
96.72,Home,PayPal,Not as described,1.0,Returned,542.0,0.0,Instant,0,Low
138.89,Electronics,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
138.21,Toys,PayPal,Item Damaged,5.0,Not Returned,,0.0,Instant,1,High
431.94,Electronics,PayPal,Wrong item,3.0,Returned,177.0,0.0,Post,0,Medium
308.47,Toys,Debit Card,,1.0,Not Returned,,0.0,Instant,0,Low
488.17,Electronics,Gift Card,,5.0,Not Returned,,0.0,Post,0,Medium
208.08,Clothing,Credit Card,Item Damaged,6.0,Not Returned,,0.0,Instant,1,High
221.77,Toys,Gift Card,Defective,5.0,Returned,151.0,0.0,Post,0,Medium
467.96,Books,Gift Card,Not as described,1.0,Returned,-63.0,0.0,Instant,0,Low
256.75,Toys,PayPal,Used then returned,4.0,Not Returned,,0.0,Instant,1,High
283.21,Electronics,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
379.71,Clothing,Debit Card,,1.0,Not Returned,,0.0,Instant,0,Low
230.78,Books,PayPal,Not as described,3.0,Returned,-98.0,0.0,Post,0,Medium
200.59,Clothing,Credit Card,Item Damaged,6.0,Not Returned,,0.0,Instant,1,High
10.58,Toys,Credit Card,Changed mind,3.0,Returned,-17.0,0.0,Post,0,Medium
20.61,Home,Gift Card,Wrong item,4.0,Returned,-258.0,0.0,Post,0,Medium
386.65,Books,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
183.43,Clothing,Credit Card,Changed mind,3.0,Returned,463.0,0.0,Post,0,Medium
37.68,Clothing,Gift Card,Not Delivered,3.0,Returned,114.0,0.0,Instant,1,High
82.33,Electronics,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
200.16,Home,Debit Card,Wrong item,3.0,Returned,272.0,0.0,Post,0,Medium
161.53,Clothing,PayPal,,4.0,Not Returned,,0.0,Post,0,Medium
169.89,Clothing,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
414.52,Toys,Credit Card,Changed mind,1.0,Returned,440.0,0.0,Instant,0,Low
51.32,Electronics,Gift Card,Changed mind,3.0,Returned,-104.0,0.0,Post,0,Medium
491.33,Home,Credit Card,Defective,1.0,Returned,284.0,0.0,Instant,0,Low
312.73,Electronics,Gift Card,,5.0,Not Returned,,0.0,Post,0,Medium
204.44,Clothing,Credit Card,Not as described,1.0,Returned,140.0,0.0,Instant,0,Low
199.03,Books,PayPal,Used then returned,6.0,Not Returned,,0.0,Instant,1,High
415.42,Books,Debit Card,,4.0,Not Returned,,0.0,Post,0,Medium
292.33,Electronics,Credit Card,Item Damaged,3.0,Not Returned,,0.0,Instant,1,High
312.45,Electronics,Debit Card,Wrong item,0.0,Returned,154.0,0.0,Instant,0,Low
250.32,Books,Credit Card,Changed mind,4.0,Returned,73.0,0.0,Post,0,Medium
205.64,Toys,PayPal,Used then returned,4.0,Returned,172.0,0.0,Instant,1,High
28.14,Home,Gift Card,Used then returned,4.0,Not Returned,,0.0,Instant,1,High
345.0,Electronics,PayPal,Defective,3.0,Returned,138.0,0.0,Post,0,Medium
156.65,Electronics,PayPal,Not Delivered,6.0,Returned,541.0,0.0,Instant,1,High
255.03,Clothing,Gift Card,Not Delivered,4.0,Not Returned,,0.0,Instant,1,High
385.22,Books,Gift Card,Used then returned,6.0,Returned,-368.0,0.0,Instant,1,High
268.47,Electronics,PayPal,Item Damaged,4.0,Not Returned,,0.0,Instant,1,High
491.24,Books,Credit Card,Item Damaged,6.0,Returned,110.0,0.0,Instant,1,High
464.83,Toys,Gift Card,,5.0,Not Returned,,0.0,Post,0,Medium
310.55,Home,Credit Card,Item Damaged,6.0,Returned,-298.0,0.0,Instant,1,High
493.97,Electronics,Debit Card,,4.0,Not Returned,,0.0,Post,0,Medium
206.72,Books,Debit Card,Item Damaged,5.0,Not Returned,,0.0,Instant,1,High
240.84,Books,PayPal,,3.0,Not Returned,,0.0,Post,0,Medium
283.8,Books,PayPal,,3.0,Not Returned,,0.0,Post,0,Medium
181.49,Toys,PayPal,Not Delivered,6.0,Not Returned,,0.0,Instant,1,High
368.99,Clothing,Debit Card,Wrong item,1.0,Returned,-101.0,0.0,Instant,0,Low
258.35,Toys,PayPal,Defective,3.0,Returned,-604.0,0.0,Post,0,Medium
17.47,Books,Debit Card,Defective,0.0,Returned,12.0,0.0,Instant,0,Low
159.99,Books,Gift Card,Defective,1.0,Returned,-590.0,0.0,Instant,0,Low
86.58,Clothing,PayPal,Changed mind,1.0,Returned,-63.0,0.0,Instant,0,Low
136.93,Home,Credit Card,Changed mind,0.0,Returned,-116.0,0.0,Instant,0,Low
168.22,Home,PayPal,Not Delivered,3.0,Returned,175.0,0.0,Instant,1,High
211.2,Electronics,PayPal,Item Damaged,3.0,Not Returned,,0.0,Instant,1,High
11.25,Clothing,PayPal,Used then returned,4.0,Not Returned,,0.0,Instant,1,High
438.28,Clothing,PayPal,Not as described,3.0,Returned,-346.0,0.0,Post,0,Medium
459.66,Home,Credit Card,,5.0,Not Returned,,0.0,Post,0,Medium
332.81,Electronics,Gift Card,Not Delivered,4.0,Not Returned,,0.0,Instant,1,High
426.01,Home,Credit Card,Used then returned,4.0,Returned,366.0,0.0,Instant,1,High
317.45,Toys,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
297.13,Toys,Debit Card,Wrong item,5.0,Returned,323.0,0.0,Post,0,Medium
203.92,Home,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
311.99,Books,PayPal,Defective,1.0,Returned,-481.0,0.0,Instant,0,Low
29.09,Home,Gift Card,Used then returned,4.0,Not Returned,,0.0,Instant,1,High
367.55,Home,Gift Card,Item Damaged,4.0,Returned,185.0,0.0,Instant,1,High
114.58,Toys,Credit Card,Defective,0.0,Returned,49.0,0.0,Instant,0,Low
199.31,Electronics,Credit Card,Not Delivered,4.0,Returned,297.0,0.0,Instant,1,High
118.75,Electronics,PayPal,Not Delivered,3.0,Not Returned,,0.0,Instant,1,High
398.15,Electronics,Credit Card,Not Delivered,6.0,Not Returned,,0.0,Instant,1,High
79.94,Toys,Credit Card,Item Damaged,4.0,Returned,623.0,0.0,Instant,1,High
243.32,Books,Debit Card,Not Delivered,6.0,Returned,-384.0,0.0,Instant,1,High
216.48,Home,Debit Card,Item Damaged,5.0,Not Returned,,0.0,Instant,1,High
387.09,Clothing,Gift Card,Not Delivered,6.0,Returned,-23.0,0.0,Instant,1,High
368.74,Home,Gift Card,Changed mind,0.0,Returned,-13.0,0.0,Instant,0,Low
153.62,Clothing,Debit Card,,5.0,Not Returned,,0.0,Post,0,Medium
470.81,Clothing,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
225.51,Home,Gift Card,Defective,1.0,Returned,-193.0,0.0,Instant,0,Low
416.7,Clothing,PayPal,,5.0,Not Returned,,0.0,Post,0,Medium
286.66,Home,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
382.73,Clothing,Credit Card,Defective,0.0,Returned,485.0,0.0,Instant,0,Low
386.45,Books,Gift Card,Defective,1.0,Returned,-470.0,0.0,Instant,0,Low
309.24,Home,Credit Card,Item Damaged,4.0,Returned,304.0,0.0,Instant,1,High
361.52,Electronics,Debit Card,,0.0,Not Returned,,0.0,Instant,0,Low
134.39,Electronics,PayPal,Changed mind,4.0,Returned,-363.0,0.0,Post,0,Medium
333.52,Home,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
44.55,Toys,Credit Card,,3.0,Not Returned,,0.0,Post,0,Medium
205.91,Clothing,Credit Card,,1.0,Not Returned,,0.0,Instant,0,Low
27.96,Books,Credit Card,Changed mind,1.0,Returned,-156.0,0.0,Instant,0,Low
495.26,Books,Gift Card,Wrong item,1.0,Returned,145.0,0.0,Instant,0,Low
443.42,Books,Credit Card,,4.0,Not Returned,,0.0,Post,0,Medium
364.71,Clothing,Credit Card,,0.0,Not Returned,,0.0,Instant,0,Low
193.4,Clothing,PayPal,Used then returned,6.0,Returned,-309.0,0.0,Instant,1,High
495.08,Electronics,Debit Card,Changed mind,0.0,Returned,233.0,0.0,Instant,0,Low
6.96,Electronics,Gift Card,,1.0,Not Returned,,0.0,Instant,0,Low
193.67,Home,Gift Card,Changed mind,4.0,Returned,-164.0,0.0,Post,0,Medium
247.07,Electronics,Credit Card,Item Damaged,6.0,Returned,264.0,0.0,Instant,1,High
317.26,Electronics,Debit Card,,0.0,Not Returned,,0.0,Instant,0,Low
443.95,Electronics,Gift Card,,5.0,Not Returned,,0.0,Post,0,Medium
340.54,Books,Credit Card,,1.0,Not Returned,,0.0,Instant,0,Low
419.6,Clothing,Gift Card,,5.0,Not Returned,,0.0,Post,0,Medium
493.5,Books,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
179.73,Books,Debit Card,Changed mind,0.0,Returned,197.0,0.0,Instant,0,Low
355.57,Electronics,Credit Card,Defective,3.0,Returned,104.0,0.0,Post,0,Medium
205.96,Electronics,Credit Card,Item Damaged,6.0,Returned,-190.0,0.0,Instant,1,High
433.64,Electronics,Debit Card,Wrong item,4.0,Returned,256.0,0.0,Post,0,Medium
226.55,Toys,Gift Card,,4.0,Not Returned,,0.0,Post,0,Medium
172.96,Electronics,Debit Card,,4.0,Not Returned,,0.0,Post,0,Medium
414.61,Books,Gift Card,,1.0,Not Returned,,0.0,Instant,0,Low
471.88,Toys,Debit Card,Defective,0.0,Returned,512.0,0.0,Instant,0,Low
247.14,Clothing,PayPal,Defective,1.0,Returned,176.0,0.0,Instant,0,Low
286.24,Electronics,Debit Card,Used then returned,3.0,Returned,138.0,0.0,Instant,1,High
360.38,Books,Credit Card,Wrong item,0.0,Returned,-377.0,0.0,Instant,0,Low
278.29,Electronics,Debit Card,Item Damaged,4.0,Returned,-89.0,0.0,Instant,1,High
394.51,Books,Credit Card,,3.0,Not Returned,,0.0,Post,0,Medium
298.86,Home,PayPal,,1.0,Not Returned,,0.0,Instant,0,Low
196.71,Toys,Gift Card,,4.0,Not Returned,,0.0,Post,0,Medium
39.38,Books,Gift Card,Not Delivered,4.0,Not Returned,,0.0,Instant,1,High
245.25,Clothing,Debit Card,Defective,1.0,Returned,-318.0,0.0,Instant,0,Low
66.58,Electronics,Debit Card,Item Damaged,6.0,Not Returned,,0.0,Instant,1,High
88.2,Clothing,PayPal,,1.0,Not Returned,,0.0,Instant,0,Low
196.03,Home,Gift Card,Used then returned,3.0,Returned,51.0,0.0,Instant,1,High
374.4,Toys,Gift Card,Item Damaged,5.0,Not Returned,,0.0,Instant,1,High
461.1,Clothing,Gift Card,Item Damaged,4.0,Returned,-86.0,0.0,Instant,1,High
328.41,Toys,Gift Card,,5.0,Not Returned,,0.0,Post,0,Medium
23.79,Books,PayPal,Not Delivered,4.0,Not Returned,,0.0,Instant,1,High
207.7,Toys,Credit Card,Not Delivered,4.0,Not Returned,,0.0,Instant,1,High
497.66,Electronics,Gift Card,Not as described,3.0,Returned,239.0,0.0,Post,0,Medium
85.5,Home,Gift Card,,4.0,Not Returned,,0.0,Post,0,Medium
375.85,Toys,Gift Card,Not as described,0.0,Returned,-42.0,0.0,Instant,0,Low
348.91,Home,Credit Card,,4.0,Not Returned,,0.0,Post,0,Medium
213.99,Electronics,Credit Card,Not Delivered,5.0,Not Returned,,0.0,Instant,1,High
87.42,Home,Debit Card,Wrong item,0.0,Returned,-226.0,0.0,Instant,0,Low
308.61,Books,PayPal,Not Delivered,5.0,Not Returned,,0.0,Instant,1,High
449.15,Toys,Credit Card,Changed mind,0.0,Returned,-405.0,0.0,Instant,0,Low
277.94,Clothing,Credit Card,Not Delivered,5.0,Returned,-44.0,0.0,Instant,1,High
107.8,Books,PayPal,Changed mind,3.0,Returned,28.0,0.0,Post,0,Medium
76.54,Books,Gift Card,,1.0,Not Returned,,0.0,Instant,0,Low
289.35,Toys,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
106.5,Books,Credit Card,Used then returned,5.0,Not Returned,,0.0,Instant,1,High
423.3,Clothing,PayPal,Used then returned,5.0,Not Returned,,0.0,Instant,1,High
385.46,Electronics,PayPal,Defective,1.0,Returned,-65.0,0.0,Instant,0,Low
306.76,Clothing,Credit Card,Used then returned,4.0,Not Returned,,0.0,Instant,1,High
396.39,Books,Debit Card,,0.0,Not Returned,,0.0,Instant,0,Low
261.55,Toys,PayPal,Wrong item,1.0,Returned,242.0,0.0,Instant,0,Low
417.2,Home,PayPal,Defective,1.0,Returned,93.0,0.0,Instant,0,Low
386.45,Clothing,Credit Card,Item Damaged,6.0,Returned,-634.0,0.0,Instant,1,High
232.22,Home,Credit Card,Not as described,3.0,Returned,180.0,0.0,Post,0,Medium
222.5,Books,Gift Card,Changed mind,3.0,Returned,-648.0,0.0,Post,0,Medium
187.55,Toys,PayPal,Used then returned,5.0,Not Returned,,0.0,Instant,1,High
435.76,Electronics,Debit Card,Wrong item,3.0,Returned,-227.0,0.0,Post,0,Medium
438.14,Books,Credit Card,Changed mind,0.0,Returned,-277.0,0.0,Instant,0,Low
157.49,Clothing,Credit Card,,0.0,Not Returned,,0.0,Instant,0,Low
118.27,Books,PayPal,Not as described,0.0,Returned,6.0,0.0,Instant,0,Low
122.41,Home,Credit Card,,1.0,Not Returned,,0.0,Instant,0,Low
412.51,Electronics,Gift Card,,0.0,Not Returned,,0.0,Instant,0,Low
424.32,Clothing,Credit Card,Changed mind,0.0,Returned,204.0,0.0,Instant,0,Low
185.25,Toys,Credit Card,,0.0,Not Returned,,0.0,Instant,0,Low
329.6,Books,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
49.43,Home,PayPal,,1.0,Not Returned,,0.0,Instant,0,Low
47.29,Home,Debit Card,Not as described,1.0,Returned,-616.0,0.0,Instant,0,Low
420.99,Toys,Gift Card,Used then returned,6.0,Returned,396.0,0.0,Instant,1,High
267.0,Home,PayPal,Used then returned,3.0,Not Returned,,0.0,Instant,1,High
40.1,Home,PayPal,Wrong item,0.0,Returned,387.0,0.0,Instant,0,Low
232.39,Home,Credit Card,Defective,0.0,Returned,184.0,0.0,Instant,0,Low
359.53,Toys,Credit Card,Used then returned,3.0,Not Returned,,0.0,Instant,1,High
7.05,Home,PayPal,Used then returned,3.0,Not Returned,,0.0,Instant,1,High
315.53,Electronics,Debit Card,Wrong item,0.0,Returned,-382.0,0.0,Instant,0,Low
355.22,Toys,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
87.87,Clothing,PayPal,Not as described,1.0,Returned,-354.0,0.0,Instant,0,Low
244.05,Toys,Gift Card,Defective,1.0,Returned,286.0,0.0,Instant,0,Low
156.34,Toys,Debit Card,Wrong item,1.0,Returned,-289.0,0.0,Instant,0,Low
403.77,Books,Gift Card,,1.0,Not Returned,,0.0,Instant,0,Low
74.64,Electronics,Debit Card,Item Damaged,5.0,Not Returned,,0.0,Instant,1,High
56.83,Clothing,Debit Card,Wrong item,5.0,Returned,-407.0,0.0,Post,0,Medium
471.31,Home,Credit Card,Item Damaged,6.0,Returned,-280.0,0.0,Instant,1,High
151.09,Electronics,Credit Card,,0.0,Not Returned,,0.0,Instant,0,Low
214.57,Electronics,PayPal,Used then returned,4.0,Returned,-371.0,0.0,Instant,1,High
55.87,Toys,PayPal,,1.0,Not Returned,,0.0,Instant,0,Low
430.76,Home,Credit Card,Defective,1.0,Returned,-286.0,0.0,Instant,0,Low
67.58,Home,PayPal,Used then returned,6.0,Returned,135.0,0.0,Instant,1,High
448.39,Home,Gift Card,,4.0,Not Returned,,0.0,Post,0,Medium
225.97,Books,Credit Card,Not as described,1.0,Returned,-39.0,0.0,Instant,0,Low
207.3,Home,PayPal,,5.0,Not Returned,,0.0,Post,0,Medium
76.05,Clothing,PayPal,Wrong item,0.0,Returned,-23.0,0.0,Instant,0,Low
370.92,Clothing,Gift Card,,1.0,Not Returned,,0.0,Instant,0,Low
79.19,Home,Gift Card,Not Delivered,5.0,Not Returned,,0.0,Instant,1,High
229.58,Electronics,Debit Card,Wrong item,0.0,Returned,444.0,0.0,Instant,0,Low
46.26,Home,Gift Card,,1.0,Not Returned,,0.0,Instant,0,Low
395.81,Books,Debit Card,Not as described,0.0,Returned,78.0,0.0,Instant,0,Low
262.1,Clothing,Gift Card,Changed mind,5.0,Returned,78.0,0.0,Post,0,Medium
305.49,Electronics,Debit Card,,3.0,Not Returned,,0.0,Post,0,Medium
186.47,Electronics,Gift Card,,4.0,Not Returned,,0.0,Post,0,Medium
457.92,Electronics,Gift Card,Wrong item,0.0,Returned,102.0,0.0,Instant,0,Low
413.1,Books,Debit Card,,5.0,Not Returned,,0.0,Post,0,Medium
292.89,Books,Debit Card,Not as described,1.0,Returned,246.0,0.0,Instant,0,Low
496.23,Clothing,PayPal,Wrong item,1.0,Returned,-239.0,0.0,Instant,0,Low
106.75,Electronics,Debit Card,Not as described,0.0,Returned,225.0,0.0,Instant,0,Low
194.65,Clothing,PayPal,Not Delivered,4.0,Returned,202.0,0.0,Instant,1,High
75.38,Electronics,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
223.87,Electronics,PayPal,,5.0,Not Returned,,0.0,Post,0,Medium
11.85,Home,PayPal,,0.0,Not Returned,,0.0,Instant,0,Low
327.87,Clothing,Credit Card,Changed mind,5.0,Returned,416.0,0.0,Post,0,Medium
235.97,Clothing,Gift Card,Not as described,3.0,Returned,-247.0,0.0,Post,0,Medium
23.32,Books,Debit Card,,1.0,Not Returned,,0.0,Instant,0,Low
385.06,Toys,Credit Card,,0.0,Not Returned,,0.0,Instant,0,Low
22.98,Toys,Debit Card,Not as described,0.0,Returned,471.0,0.0,Instant,0,Low
96.0,Electronics,PayPal,,4.0,Not Returned,,0.0,Post,0,Medium
453.48,Clothing,Credit Card,Wrong item,0.0,Returned,-60.0,0.0,Instant,0,Low
491.26,Toys,Credit Card,,0.0,Not Returned,,0.0,Instant,0,Low
282.74,Books,PayPal,Defective,0.0,Returned,182.0,0.0,Instant,0,Low
358.35,Books,Debit Card,,4.0,Not Returned,,0.0,Post,0,Medium
287.44,Home,PayPal,Not as described,5.0,Returned,-92.0,0.0,Post,0,Medium
198.6,Toys,PayPal,,1.0,Not Returned,,0.0,Instant,0,Low
185.62,Electronics,Gift Card,Item Damaged,3.0,Returned,-302.0,0.0,Instant,1,High
381.27,Home,PayPal,Defective,4.0,Returned,65.0,0.0,Post,0,Medium
88.62,Books,Gift Card,Wrong item,0.0,Returned,-144.0,0.0,Instant,0,Low
317.13,Electronics,Gift Card,Wrong item,0.0,Returned,-262.0,0.0,Instant,0,Low
25.93,Electronics,Debit Card,Changed mind,5.0,Returned,-424.0,0.0,Post,0,Medium
112.03,Books,PayPal,Item Damaged,4.0,Returned,363.0,0.0,Instant,1,High
340.82,Books,PayPal,,4.0,Not Returned,,0.0,Post,0,Medium
158.69,Clothing,Gift Card,,1.0,Not Returned,,0.0,Instant,0,Low
391.13,Books,PayPal,Changed mind,3.0,Returned,63.0,0.0,Post,0,Medium
303.13,Books,Debit Card,Not Delivered,4.0,Not Returned,,0.0,Instant,1,High
